"reviews_per_month","neighbourhood_group","room_type","price","minimum_nights","calculated_host_listings_count"
0.68,"Brooklyn","Private room",50,7,2
0.16,"Manhattan","Private room",100,8,1
0.2,"Manhattan","Entire home/apt",190,30,20
0.32,"Brooklyn","Entire home/apt",150,11,1
0.15,"Brooklyn","Private room",50,4,1
0.8,"Manhattan","Entire home/apt",500,3,1
0.95,"Brooklyn","Entire home/apt",150,3,1
0.32,"Brooklyn","Entire home/apt",200,7,1
0.29,"Brooklyn","Private room",59,1,1
3.79,"Brooklyn","Entire home/apt",100,3,1
0.73,"Manhattan","Private room",125,1,1
0.16,"Brooklyn","Entire home/apt",150,5,1
1.76,"Brooklyn","Private room",55,1,7
1.01,"Manhattan","Entire home/apt",240,2,1
0.16,"Brooklyn","Entire home/apt",140,7,1
3.98,"Manhattan","Entire home/apt",250,2,1
0.79,"Brooklyn","Entire home/apt",199,1,33
0.63,"Brooklyn","Entire home/apt",150,3,2
3.5,"Manhattan","Entire home/apt",299,3,2
0.32,"Brooklyn","Entire home/apt",85,3,1
0.38,"Manhattan","Entire home/apt",152,30,1
3.49,"Manhattan","Private room",209,1,8
2.17,"Brooklyn","Entire home/apt",100,1,1
2.28,"Manhattan","Shared room",45,2,1
6.83,"Manhattan","Private room",96,2,1
0.42,"Brooklyn","Entire home/apt",100,3,1
9.15,"Queens","Private room",51,1,3
0.3,"Manhattan","Entire home/apt",300,4,1
0.91,"Manhattan","Entire home/apt",120,10,1
2.62,"Queens","Private room",85,2,1
7.69,"Queens","Entire home/apt",65,1,2
1.47,"Manhattan","Entire home/apt",165,5,1
0.43,"Brooklyn","Entire home/apt",200,4,1
3.67,"Brooklyn","Private room",60,2,3
2.84,"Manhattan","Private room",175,1,1
1.86,"Queens","Shared room",34,1,2
4.63,"Manhattan","Private room",79,1,1
4.11,"Queens","Entire home/apt",95,3,1
0.81,"Brooklyn","Entire home/apt",80,5,1
0.59,"Brooklyn","Shared room",70,2,1
1.73,"Manhattan","Entire home/apt",240,1,10
0.48,"Brooklyn","Entire home/apt",100,8,1
1.03,"Brooklyn","Entire home/apt",100,2,1
0.22,"Manhattan","Entire home/apt",120,5,1
4.22,"Brooklyn","Entire home/apt",200,1,1
0.42,"Manhattan","Entire home/apt",172,4,1
1.04,"Queens","Private room",68,30,1
4,"Brooklyn","Private room",75,3,1
1.08,"Queens","Private room",55,3,1
0.16,"Brooklyn","Private room",50,5,1
0.16,"Brooklyn","Entire home/apt",125,3,1
1.39,"Brooklyn","Entire home/apt",160,1,2
1.49,"Queens","Private room",60,1,1
3.89,"Manhattan","Private room",65,1,1
0.28,"Brooklyn","Private room",75,7,1
0.75,"Queens","Private room",61,30,103
0.59,"Brooklyn","Entire home/apt",150,2,1
0.32,"Manhattan","Private room",125,3,1
5.12,"Queens","Entire home/apt",99,2,1
2,"Brooklyn","Private room",75,3,3
0.64,"Queens","Private room",70,2,1
7.64,"Manhattan","Private room",55,1,3
3.09,"Manhattan","Private room",90,2,6
3.13,"Brooklyn","Private room",65,1,1
3.66,"Manhattan","Private room",90,2,6
0.14,"Brooklyn","Entire home/apt",180,3,1
5,"Brooklyn","Entire home/apt",99,2,1
3.55,"Queens","Entire home/apt",100,2,1
3.33,"Brooklyn","Entire home/apt",140,2,1
0.35,"Manhattan","Private room",49,4,2
0.17,"Manhattan","Entire home/apt",150,5,1
3.48,"Manhattan","Entire home/apt",285,3,1
0.32,"Queens","Entire home/apt",150,5,1
3.37,"Manhattan","Private room",89,1,1
1.76,"Manhattan","Private room",75,2,1
0.25,"Brooklyn","Entire home/apt",75,3,1
0.81,"Brooklyn","Entire home/apt",99,5,1
0.48,"Manhattan","Private room",65,3,2
4.32,"Manhattan","Private room",133,1,3
2.88,"Manhattan","Private room",130,1,3
4.74,"Manhattan","Private room",172,1,3
7.11,"Brooklyn","Private room",40,2,1
1.04,"Manhattan","Entire home/apt",100,3,1
0.16,"Brooklyn","Private room",80,7,1
0.15,"Manhattan","Entire home/apt",180,5,1
0.78,"Brooklyn","Entire home/apt",93,3,1
1.9,"Brooklyn","Entire home/apt",100,3,1
1.47,"Queens","Entire home/apt",299,2,1
3.66,"Bronx","Entire home/apt",69,2,1
5.43,"Brooklyn","Entire home/apt",110,2,2
4.2,"Brooklyn","Entire home/apt",120,2,1
0.16,"Brooklyn","Entire home/apt",120,1,1
2.19,"Manhattan","Entire home/apt",250,2,1
0.63,"Brooklyn","Entire home/apt",130,3,1
0.16,"Manhattan","Private room",43,2,1
5.15,"Queens","Entire home/apt",179,2,3
2.59,"Brooklyn","Entire home/apt",90,3,1
4.62,"Brooklyn","Private room",500,3,1
2.55,"Queens","Private room",60,2,2
0.65,"Brooklyn","Entire home/apt",110,70,1
0.61,"Manhattan","Private room",70,14,12
4.42,"Manhattan","Entire home/apt",228,2,2
0.28,"Manhattan","Entire home/apt",150,7,2
0.59,"Manhattan","Entire home/apt",154,2,1
2.54,"Brooklyn","Entire home/apt",179,1,1
1.75,"Queens","Entire home/apt",283,2,2
1.89,"Brooklyn","Private room",45,1,1
2.2,"Brooklyn","Private room",69,2,3
1,"Queens","Private room",39,30,103
0.61,"Manhattan","Entire home/apt",150,30,8
0.15,"Brooklyn","Private room",54,21,1
0.32,"Queens","Private room",62,1,2
0.17,"Manhattan","Private room",180,1,1
1,"Brooklyn","Entire home/apt",145,4,1
0.16,"Manhattan","Entire home/apt",200,21,1
2.51,"Brooklyn","Entire home/apt",110,2,1
0.37,"Manhattan","Entire home/apt",225,30,1
0.2,"Manhattan","Entire home/apt",200,5,1
0.85,"Brooklyn","Private room",70,3,1
3.22,"Manhattan","Entire home/apt",150,5,1
0.93,"Manhattan","Private room",95,2,4
0.6,"Manhattan","Private room",80,2,1
0.16,"Brooklyn","Entire home/apt",250,9,1
1.38,"Brooklyn","Private room",55,1,6
2.67,"Brooklyn","Entire home/apt",150,2,2
1.5,"Brooklyn","Private room",55,1,6
1.13,"Brooklyn","Private room",55,1,6
0.79,"Brooklyn","Private room",35,4,2
1.32,"Manhattan","Entire home/apt",350,2,1
2.08,"Manhattan","Entire home/apt",195,30,1
0.43,"Brooklyn","Private room",89,1,3
1.43,"Manhattan","Private room",59,5,2
2.05,"Brooklyn","Private room",48,3,1
0.46,"Manhattan","Entire home/apt",149,2,1
2.22,"Brooklyn","Private room",49,2,7
1.84,"Brooklyn","Private room",77,1,2
0.16,"Brooklyn","Entire home/apt",225,6,1
3.22,"Brooklyn","Private room",49,2,7
6.51,"Queens","Entire home/apt",120,2,1
0.37,"Brooklyn","Private room",200,1,1
0.52,"Manhattan","Private room",115,4,3
0.15,"Brooklyn","Entire home/apt",190,1,1
0.25,"Manhattan","Entire home/apt",175,1,5
0.16,"Brooklyn","Private room",30,10,1
0.48,"Brooklyn","Private room",35,10,1
4.58,"Brooklyn","Private room",37,1,2
3.59,"Manhattan","Private room",79,1,1
0.32,"Queens","Private room",40,5,2
3.69,"Brooklyn","Private room",100,1,1
0.16,"Manhattan","Private room",199,3,1
1.72,"Manhattan","Entire home/apt",550,2,3
1.34,"Queens","Private room",55,1,3
0.28,"Queens","Private room",40,30,103
3.87,"Manhattan","Private room",150,2,1
2.25,"Brooklyn","Entire home/apt",140,3,1
0.9,"Queens","Private room",35,30,15
1.86,"Brooklyn","Entire home/apt",89,2,1
1,"Brooklyn","Private room",48,30,25
2.1,"Manhattan","Entire home/apt",239,1,1
3.4,"Manhattan","Entire home/apt",90,1,2
1.15,"Manhattan","Entire home/apt",350,4,1
1,"Brooklyn","Private room",48,30,25
0.63,"Manhattan","Entire home/apt",350,2,1
0.35,"Brooklyn","Entire home/apt",599,2,7
0.39,"Brooklyn","Entire home/apt",89,30,3
0.93,"Manhattan","Entire home/apt",129,3,2
0.21,"Brooklyn","Private room",48,30,25
2.07,"Queens","Private room",40,3,4
2.47,"Manhattan","Entire home/apt",220,2,13
0.35,"Brooklyn","Entire home/apt",120,3,1
0.22,"Brooklyn","Private room",48,30,25
0.47,"Manhattan","Entire home/apt",150,4,7
0.44,"Manhattan","Private room",99,1,5
0.75,"Brooklyn","Entire home/apt",100,2,1
3.3,"Brooklyn","Entire home/apt",100,1,1
0.48,"Queens","Private room",80,3,2
2.71,"Brooklyn","Private room",50,1,1
1.12,"Brooklyn","Entire home/apt",100,2,1
3.94,"Brooklyn","Entire home/apt",150,2,3
2.49,"Manhattan","Private room",75,1,2
2.5,"Manhattan","Entire home/apt",116,3,1
0.34,"Brooklyn","Private room",60,7,2
0.78,"Brooklyn","Private room",70,1,1
1.12,"Manhattan","Entire home/apt",125,2,1
0.25,"Manhattan","Private room",90,1,6
0.32,"Manhattan","Entire home/apt",200,5,1
0.31,"Manhattan","Private room",90,6,1
4.09,"Manhattan","Entire home/apt",350,1,1
3.72,"Brooklyn","Shared room",75,1,1
1.99,"Manhattan","Private room",65,1,1
0.31,"Brooklyn","Private room",72,3,1
3.17,"Manhattan","Private room",120,4,1
1.14,"Manhattan","Entire home/apt",180,2,1
6.32,"Manhattan","Entire home/apt",250,2,1
3.28,"Brooklyn","Entire home/apt",160,3,1
1.44,"Brooklyn","Entire home/apt",300,1,2
4.52,"Queens","Private room",66,1,1
0.15,"Manhattan","Private room",65,15,1
3.04,"Manhattan","Entire home/apt",160,7,1
2.71,"Queens","Private room",38,2,4
1.11,"Manhattan","Entire home/apt",185,2,1
0.42,"Manhattan","Entire home/apt",199,2,1
0.62,"Brooklyn","Entire home/apt",175,2,1
0.48,"Queens","Private room",60,15,3
0.16,"Manhattan","Private room",159,1,1
3.35,"Manhattan","Entire home/apt",432,1,1
1.36,"Queens","Entire home/apt",66,2,1
0.71,"Manhattan","Private room",80,2,1
1.27,"Brooklyn","Entire home/apt",150,2,1
2.48,"Brooklyn","Entire home/apt",185,1,1
0.94,"Brooklyn","Private room",29,4,1
0.16,"Manhattan","Private room",190,2,2
0.5,"Queens","Private room",42,10,1
2.14,"Queens","Private room",45,3,2
0.32,"Manhattan","Private room",131,2,1
0.16,"Manhattan","Private room",89,2,1
0.16,"Queens","Shared room",40,1,1
1.16,"Brooklyn","Private room",45,7,2
4.69,"Manhattan","Private room",129,1,4
0.7,"Queens","Private room",33,30,103
2.71,"Queens","Entire home/apt",122,2,1
5.39,"Manhattan","Private room",129,1,4
0.45,"Queens","Private room",50,15,3
0.59,"Manhattan","Entire home/apt",140,2,4
0.29,"Manhattan","Entire home/apt",130,2,4
4.58,"Manhattan","Private room",180,3,3
4.71,"Manhattan","Private room",160,3,3
4.35,"Manhattan","Private room",130,3,3
1.13,"Manhattan","Entire home/apt",150,30,1
0.67,"Manhattan","Entire home/apt",90,30,1
0.61,"Manhattan","Private room",199,1,30
0.32,"Manhattan","Private room",90,1,2
2.49,"Brooklyn","Entire home/apt",444,1,1
1.88,"Manhattan","Entire home/apt",349,1,1
0.31,"Brooklyn","Entire home/apt",195,2,1
0.16,"Manhattan","Private room",70,30,1
0.47,"Brooklyn","Entire home/apt",150,2,1
0.15,"Manhattan","Private room",199,1,30
0.32,"Brooklyn","Entire home/apt",199,5,1
0.16,"Brooklyn","Entire home/apt",120,7,1
0.48,"Queens","Private room",40,1,1
0.47,"Brooklyn","Private room",120,1,2
5.25,"Manhattan","Entire home/apt",350,2,1
1.32,"Queens","Entire home/apt",94,3,1
0.99,"Manhattan","Entire home/apt",185,7,1
0.32,"Manhattan","Entire home/apt",150,1,1
3.17,"Manhattan","Entire home/apt",225,3,2
0.32,"Manhattan","Private room",120,3,1
0.27,"Brooklyn","Entire home/apt",100,25,1
0.16,"Brooklyn","Entire home/apt",130,3,1
0.65,"Manhattan","Entire home/apt",140,4,1
0.16,"Manhattan","Private room",89,3,2
1,"Queens","Private room",40,20,1
2.63,"Manhattan","Entire home/apt",145,6,1
3.37,"Manhattan","Entire home/apt",185,2,1
0.31,"Brooklyn","Entire home/apt",250,3,1
0.16,"Bronx","Private room",99,1,1
4.67,"Manhattan","Private room",120,1,5
2.8,"Manhattan","Private room",75,2,1
0.24,"Brooklyn","Entire home/apt",180,3,1
2.35,"Brooklyn","Entire home/apt",250,3,1
0.32,"Brooklyn","Private room",30,5,1
4.38,"Brooklyn","Entire home/apt",114,2,1
0.68,"Queens","Private room",45,3,1
0.46,"Queens","Private room",100,1,2
0.29,"Bronx","Private room",34,2,1
0.32,"Brooklyn","Private room",85,5,1
0.55,"Manhattan","Entire home/apt",150,4,1
0.18,"Brooklyn","Private room",50,6,2
6.19,"Queens","Entire home/apt",75,1,2
2.43,"Queens","Private room",70,5,1
0.16,"Brooklyn","Private room",60,4,2
0.16,"Queens","Private room",37,1,1
1.76,"Staten Island","Entire home/apt",135,3,1
0.78,"Manhattan","Entire home/apt",300,2,1
1.7,"Manhattan","Private room",65,4,1
0.3,"Brooklyn","Entire home/apt",300,2,1
0.32,"Manhattan","Entire home/apt",180,2,1
2.37,"Brooklyn","Private room",40,1,1
5.33,"Manhattan","Private room",80,1,4
0.16,"Manhattan","Entire home/apt",160,30,2
4.26,"Manhattan","Private room",80,1,4
0.16,"Brooklyn","Entire home/apt",110,7,1
1.4,"Manhattan","Entire home/apt",285,2,3
0.95,"Queens","Private room",49,4,2
1.43,"Brooklyn","Private room",60,3,1
0.65,"Manhattan","Entire home/apt",300,3,1
2.2,"Brooklyn","Private room",55,1,3
2.36,"Manhattan","Entire home/apt",190,3,3
1.76,"Queens","Private room",30,2,1
0.62,"Manhattan","Entire home/apt",195,30,1
2.81,"Staten Island","Entire home/apt",100,2,1
0.59,"Brooklyn","Entire home/apt",160,1,1
2.81,"Brooklyn","Private room",100,1,1
0.59,"Manhattan","Entire home/apt",60,5,1
6.67,"Brooklyn","Private room",65,1,1
0.46,"Brooklyn","Private room",50,1,2
0.32,"Manhattan","Entire home/apt",450,4,1
0.32,"Brooklyn","Entire home/apt",115,3,1
1,"Brooklyn","Private room",48,30,25
2.27,"Manhattan","Entire home/apt",499,2,1
2,"Manhattan","Entire home/apt",240,2,13
0.16,"Brooklyn","Private room",500,28,1
0.48,"Brooklyn","Private room",48,30,25
0.48,"Manhattan","Private room",80,1,2
2.53,"Brooklyn","Private room",109,1,1
0.79,"Manhattan","Private room",52,1,2
1.36,"Brooklyn","Entire home/apt",139,1,9
2.13,"Brooklyn","Entire home/apt",145,1,9
1.51,"Brooklyn","Private room",80,1,1
0.15,"Manhattan","Entire home/apt",220,2,1
0.16,"Manhattan","Private room",180,3,1
9.5,"Queens","Entire home/apt",99,1,1
4.71,"Queens","Entire home/apt",61,2,1
0.56,"Manhattan","Entire home/apt",180,4,1
2.6,"Queens","Private room",45,1,3
1.89,"Manhattan","Entire home/apt",140,2,1
0.32,"Manhattan","Private room",99,4,1
0.3,"Brooklyn","Private room",70,1,1
1.16,"Brooklyn","Private room",60,5,2
2.27,"Manhattan","Private room",85,2,1
1.91,"Manhattan","Entire home/apt",350,30,1
0.34,"Brooklyn","Private room",31,14,1
0.16,"Queens","Entire home/apt",190,5,2
3.79,"Manhattan","Entire home/apt",180,1,1
5.66,"Brooklyn","Entire home/apt",60,1,1
0.16,"Brooklyn","Private room",38,1,1
0.16,"Queens","Entire home/apt",210,3,1
2.59,"Manhattan","Entire home/apt",350,4,1
0.38,"Brooklyn","Private room",60,2,1
0.16,"Brooklyn","Entire home/apt",125,15,1
2.73,"Manhattan","Entire home/apt",155,2,1
0.32,"Brooklyn","Private room",45,14,1
2.63,"Queens","Entire home/apt",85,2,1
0.84,"Manhattan","Entire home/apt",109,6,1
0.16,"Brooklyn","Entire home/apt",98,5,1
0.3,"Manhattan","Entire home/apt",400,1,1
3.55,"Manhattan","Entire home/apt",125,2,1
0.78,"Manhattan","Entire home/apt",750,3,6
0.95,"Manhattan","Entire home/apt",160,2,1
0.5,"Brooklyn","Entire home/apt",125,21,1
3.64,"Queens","Entire home/apt",93,1,1
0.85,"Brooklyn","Entire home/apt",275,2,1
0.16,"Manhattan","Entire home/apt",375,3,1
0.31,"Brooklyn","Private room",80,3,1
1,"Manhattan","Entire home/apt",299,3,1
5.59,"Manhattan","Private room",100,1,1
0.77,"Manhattan","Private room",90,3,1
0.65,"Brooklyn","Private room",55,2,1
2.68,"Manhattan","Entire home/apt",180,3,2
4.59,"Brooklyn","Private room",45,2,1
0.74,"Manhattan","Private room",80,1,4
0.81,"Manhattan","Entire home/apt",153,2,1
1.07,"Manhattan","Private room",350,1,2
0.16,"Brooklyn","Entire home/apt",125,5,1
0.16,"Brooklyn","Entire home/apt",600,3,1
0.16,"Manhattan","Private room",425,1,11
0.3,"Brooklyn","Entire home/apt",88,30,3
0.59,"Queens","Private room",65,1,2
3.02,"Manhattan","Entire home/apt",420,2,1
0.45,"Manhattan","Entire home/apt",220,2,3
0.16,"Brooklyn","Entire home/apt",175,2,1
1.89,"Manhattan","Entire home/apt",380,2,1
0.38,"Queens","Private room",45,3,1
0.47,"Queens","Private room",300,2,1
4.92,"Manhattan","Entire home/apt",443,1,1
0.47,"Manhattan","Private room",50,1,1
4.57,"Manhattan","Entire home/apt",116,2,1
5.22,"Manhattan","Private room",119,3,1
2.08,"Manhattan","Entire home/apt",225,2,1
4.7,"Bronx","Entire home/apt",150,3,1
4.77,"Manhattan","Entire home/apt",179,2,1
1,"Queens","Entire home/apt",200,2,1
0.48,"Brooklyn","Private room",60,1,1
0.15,"Manhattan","Private room",83,2,1
1.28,"Manhattan","Entire home/apt",300,4,1
0.59,"Manhattan","Private room",55,5,1
0.15,"Brooklyn","Private room",30,2,1
1.86,"Manhattan","Entire home/apt",262,2,327
2.59,"Manhattan","Entire home/apt",255,2,327
0.94,"Manhattan","Entire home/apt",245,2,327
1,"Manhattan","Entire home/apt",185,29,327
1,"Manhattan","Entire home/apt",185,29,327
1.19,"Manhattan","Entire home/apt",252,2,327
0.94,"Manhattan","Entire home/apt",189,29,327
0.91,"Manhattan","Entire home/apt",228,2,327
1.06,"Manhattan","Entire home/apt",240,2,327
1.3,"Manhattan","Entire home/apt",241,2,327
1.21,"Manhattan","Entire home/apt",265,2,327
0.99,"Manhattan","Entire home/apt",263,2,327
1.09,"Manhattan","Entire home/apt",243,2,327
0.34,"Manhattan","Entire home/apt",254,2,327
0.76,"Queens","Private room",35,3,1
0.49,"Brooklyn","Private room",45,2,1
0.63,"Brooklyn","Private room",80,3,1
0.15,"Manhattan","Entire home/apt",80,3,1
0.16,"Queens","Private room",60,2,3
1,"Brooklyn","Entire home/apt",115,2,1
1.14,"Manhattan","Entire home/apt",235,3,1
0.16,"Manhattan","Private room",150,5,3
0.15,"Brooklyn","Private room",100,5,2
1.43,"Manhattan","Entire home/apt",199,1,1
2.25,"Manhattan","Private room",150,2,1
0.16,"Brooklyn","Private room",100,1,1
0.32,"Manhattan","Private room",89,5,1
0.16,"Bronx","Private room",70,2,1
2.07,"Brooklyn","Entire home/apt",113,3,2
2.67,"Manhattan","Shared room",80,1,5
0.16,"Manhattan","Entire home/apt",150,1,1
0.48,"Bronx","Shared room",20,14,4
0.55,"Brooklyn","Shared room",40,3,4
2.83,"Manhattan","Entire home/apt",499,1,1
5.13,"Bronx","Entire home/apt",200,1,3
2.88,"Manhattan","Private room",75,1,2
1.52,"Bronx","Entire home/apt",299,1,3
0.61,"Manhattan","Entire home/apt",1075,1,6
0.16,"Brooklyn","Private room",55,1,2
1.69,"Brooklyn","Entire home/apt",50,3,2
0.16,"Manhattan","Entire home/apt",175,5,1
0.26,"Manhattan","Entire home/apt",200,4,1
0.3,"Manhattan","Entire home/apt",102,2,1
1.04,"Manhattan","Shared room",99,1,7
3.5,"Queens","Entire home/apt",200,2,1
0.33,"Queens","Private room",55,7,2
0.15,"Brooklyn","Private room",65,5,1
0.48,"Queens","Entire home/apt",140,4,1
0.31,"Brooklyn","Entire home/apt",100,2,1
1.38,"Manhattan","Entire home/apt",550,7,1
5.08,"Manhattan","Entire home/apt",134,1,1
4.04,"Manhattan","Private room",150,2,1
3.96,"Brooklyn","Entire home/apt",105,2,1
0.53,"Brooklyn","Private room",75,4,1
3.53,"Manhattan","Entire home/apt",250,3,1
0.8,"Manhattan","Entire home/apt",295,3,1
0.16,"Brooklyn","Private room",32,3,1
0.77,"Brooklyn","Private room",35,30,1
3.06,"Manhattan","Entire home/apt",180,2,1
0.16,"Brooklyn","Private room",70,5,1
0.63,"Manhattan","Entire home/apt",130,1,1
5.34,"Manhattan","Private room",60,1,1
3.92,"Staten Island","Private room",85,2,3
2.82,"Manhattan","Shared room",80,1,5
5.82,"Manhattan","Shared room",80,1,5
1.53,"Manhattan","Entire home/apt",220,5,1
3.58,"Manhattan","Shared room",80,1,5
1.11,"Manhattan","Private room",120,2,2
2.3,"Brooklyn","Entire home/apt",200,2,1
2.39,"Brooklyn","Private room",40,7,1
1,"Brooklyn","Private room",60,2,1
0.6,"Bronx","Private room",80,3,1
4.21,"Manhattan","Entire home/apt",230,1,5
2.54,"Manhattan","Private room",99,2,1
2.32,"Brooklyn","Private room",70,3,2
0.79,"Manhattan","Entire home/apt",139,2,1
0.15,"Manhattan","Entire home/apt",135,25,1
0.38,"Manhattan","Entire home/apt",350,3,2
0.18,"Brooklyn","Entire home/apt",99,2,1
0.57,"Manhattan","Private room",65,365,1
2.79,"Brooklyn","Entire home/apt",450,1,1
0.6,"Brooklyn","Entire home/apt",120,9,3
0.31,"Brooklyn","Private room",60,3,1
0.16,"Brooklyn","Private room",130,3,2
4.67,"Brooklyn","Entire home/apt",100,1,6
5.38,"Queens","Private room",75,1,2
2.57,"Brooklyn","Entire home/apt",199,3,1
5.36,"Manhattan","Entire home/apt",183,2,1
3.33,"Brooklyn","Private room",35,2,1
0.81,"Brooklyn","Shared room",22,1,2
4.95,"Brooklyn","Entire home/apt",104,3,1
0.18,"Manhattan","Entire home/apt",100,2,2
0.78,"Queens","Entire home/apt",150,3,3
1,"Manhattan","Entire home/apt",820,1,6
9.29,"Manhattan","Private room",69,1,2
0.45,"Bronx","Private room",49,1,1
3.4,"Manhattan","Entire home/apt",205,4,1
0.33,"Manhattan","Entire home/apt",91,5,1
4.09,"Queens","Private room",90,1,1
0.97,"Brooklyn","Private room",45,1,2
1.14,"Manhattan","Entire home/apt",520,3,1
2.95,"Queens","Entire home/apt",58,2,1
1.76,"Manhattan","Entire home/apt",130,2,1
0.27,"Queens","Private room",70,2,1
1.3,"Brooklyn","Private room",40,2,1
1.57,"Manhattan","Private room",399,3,1
0.67,"Brooklyn","Private room",118,2,3
1.25,"Brooklyn","Private room",37,2,2
3.02,"Manhattan","Entire home/apt",370,3,1
0.63,"Bronx","Entire home/apt",165,2,1
0.79,"Manhattan","Private room",125,1,2
1.02,"Manhattan","Private room",99,3,1
5.84,"Queens","Private room",35,1,2
0.82,"Brooklyn","Entire home/apt",100,2,1
1.89,"Manhattan","Private room",150,4,2
0.63,"Brooklyn","Entire home/apt",175,3,1
4.26,"Brooklyn","Entire home/apt",75,1,1
0.56,"Queens","Entire home/apt",85,4,1
1.69,"Manhattan","Private room",100,1,2
2.94,"Brooklyn","Entire home/apt",200,1,1
0.32,"Bronx","Shared room",20,10,4
1,"Brooklyn","Entire home/apt",155,2,1
2.73,"Manhattan","Entire home/apt",400,4,1
3,"Queens","Entire home/apt",60,1,1
4.24,"Manhattan","Entire home/apt",135,3,2
0.15,"Queens","Entire home/apt",200,1,1
0.63,"Brooklyn","Private room",140,1,2
0.43,"Queens","Entire home/apt",120,30,15
0.34,"Manhattan","Entire home/apt",250,30,1
2.34,"Brooklyn","Private room",90,2,1
0.5,"Queens","Entire home/apt",200,3,2
1.43,"Manhattan","Entire home/apt",200,6,1
1.76,"Manhattan","Private room",55,3,7
1.09,"Manhattan","Private room",55,5,7
1.54,"Manhattan","Entire home/apt",250,2,1
1.11,"Manhattan","Private room",50,5,7
0.33,"Manhattan","Private room",58,5,7
0.15,"Queens","Private room",56,13,1
2.29,"Manhattan","Private room",55,4,7
0.16,"Manhattan","Entire home/apt",160,2,2
2.43,"Manhattan","Entire home/apt",149,1,1
1.72,"Queens","Private room",35,2,4
1,"Brooklyn","Entire home/apt",250,2,1
0.2,"Brooklyn","Private room",175,2,2
2.42,"Queens","Private room",55,3,2
0.16,"Brooklyn","Private room",55,1,1
3.16,"Brooklyn","Entire home/apt",100,2,1
1.98,"Brooklyn","Private room",89,6,3
0.33,"Manhattan","Private room",140,2,4
2.59,"Manhattan","Entire home/apt",649,2,3
0.68,"Bronx","Shared room",20,10,4
0.45,"Brooklyn","Entire home/apt",189,6,3
3.77,"Brooklyn","Private room",55,1,2
0.41,"Queens","Private room",65,4,1
0.95,"Manhattan","Private room",89,2,2
2.01,"Manhattan","Private room",89,2,2
0.46,"Manhattan","Entire home/apt",165,1,1
0.45,"Manhattan","Entire home/apt",142,3,1
0.63,"Queens","Private room",46,2,1
0.16,"Manhattan","Private room",75,1,1
9.64,"Brooklyn","Private room",63,1,2
0.32,"Brooklyn","Private room",75,2,1
2.13,"Manhattan","Private room",249,1,8
0.16,"Brooklyn","Entire home/apt",250,2,2
0.16,"Brooklyn","Private room",60,1,1
0.16,"Brooklyn","Shared room",35,2,4
1.93,"Brooklyn","Entire home/apt",100,3,1
4.4,"Queens","Entire home/apt",65,2,1
3.44,"Manhattan","Entire home/apt",399,5,1
1,"Brooklyn","Entire home/apt",120,7,1
1.27,"Queens","Private room",60,3,2
0.16,"Brooklyn","Private room",100,7,2
0.3,"Manhattan","Private room",125,3,1
0.94,"Manhattan","Private room",90,7,1
2.98,"Bronx","Entire home/apt",100,2,3
10.05,"Queens","Private room",35,1,5
1.42,"Brooklyn","Private room",75,2,1
1.05,"Manhattan","Private room",28,4,1
1.67,"Manhattan","Private room",85,1,2
4.73,"Queens","Private room",50,2,1
2.31,"Queens","Entire home/apt",80,2,1
0.34,"Manhattan","Entire home/apt",350,31,33
0.76,"Manhattan","Private room",295,1,2
3.99,"Brooklyn","Entire home/apt",130,2,3
1.48,"Brooklyn","Private room",80,2,2
9.03,"Queens","Entire home/apt",79,1,2
0.32,"Queens","Entire home/apt",70,3,1
0.37,"Manhattan","Entire home/apt",225,5,1
2.57,"Manhattan","Entire home/apt",300,2,1
0.81,"Brooklyn","Entire home/apt",83,30,3
2.87,"Manhattan","Entire home/apt",310,31,2
3.28,"Manhattan","Private room",209,1,8
4.26,"Manhattan","Entire home/apt",247,2,2
2.98,"Manhattan","Entire home/apt",300,1,2
1.95,"Brooklyn","Private room",80,3,4
3.09,"Manhattan","Private room",99,3,1
13.3,"Queens","Private room",100,1,8
1.5,"Brooklyn","Private room",60,1,1
0.26,"Brooklyn","Shared room",40,3,10
1.59,"Manhattan","Entire home/apt",189,2,1
1.06,"Manhattan","Entire home/apt",300,2,4
4.06,"Bronx","Entire home/apt",200,1,3
1.55,"Queens","Private room",44,1,3
15.23,"Queens","Private room",30,1,8
3.35,"Brooklyn","Private room",60,1,3
0.91,"Brooklyn","Private room",48,1,7
2,"Brooklyn","Entire home/apt",350,3,1
0.18,"Brooklyn","Entire home/apt",90,5,1
0.47,"Queens","Private room",35,1,3
1.76,"Brooklyn","Entire home/apt",85,2,1
0.16,"Manhattan","Entire home/apt",250,1,1
0.95,"Manhattan","Private room",70,1,1
9.08,"Queens","Private room",35,1,5
0.39,"Manhattan","Entire home/apt",160,4,1
2.45,"Queens","Entire home/apt",93,1,2
11.38,"Queens","Private room",45,1,5
0.98,"Brooklyn","Entire home/apt",249,2,1
0.67,"Manhattan","Private room",150,1,2
0.16,"Queens","Private room",49,1,2
3.25,"Queens","Private room",48,2,2
0.63,"Brooklyn","Shared room",27,1,17
1.97,"Brooklyn","Shared room",35,1,17
4.49,"Brooklyn","Private room",59,2,1
0.35,"Brooklyn","Entire home/apt",120,1,1
5.51,"Manhattan","Shared room",50,1,1
1.37,"Staten Island","Private room",65,1,2
5.71,"Queens","Entire home/apt",80,1,5
